code,question,ans1,pts1,ans2,pts2,ans3,pts3,ans4,pts4,ans5,pts5
S121B,Puis-je prévoir d'atterrir en delta ou parapente sur un aérodrome contrôlé ?,"Oui, il me suffit d'annoncer mon arrivée par radio",-6,"Oui, mais il faut que je respecte le circuit d'aérodrome",-6,"Non, les aéronefs ultralégers non motorisés ne peuvent utiliser un aérodrome contrôlé sans autorisation particulière de l'autorité compétente",6,,,,
S122B,Quelles règles dois-je respecter pour survoler une manifestation entrainant un grand rassemblement de personnes ?,"A minima, et sauf restrictions particulières, 300 m au-dessus de l'obstacle le plus élevé dans un rayon de 600 m autour de l'aéronef",6,150 m minimum pour pouvoir dégager si besoin,-6,"Pas de minimum en aéronef ultraléger non motorisé, mais ne pas mettre en danger les biens et les personnes au sol",-6,,,,
S123B,Comment peuvent être exprimées les limites des espaces contrôlés ?,En niveaux de vol uniquement à cause du trafic IFR,-6,Toujours en altitudes QNH pour prendre en compte les variations de pression,-6,"Selon le cas, en ASFC, AMSL ou FL",6,,,,
S124B,Dans quels types d'espaces militaires le pilote de l'aéronef militaire ne peut assurer l'anticollision ?,L'anticollision n'est jamais assurée dans les zones d'entrainement militaires,-6,"Dans le RTBA activé, car le pilote évolue souvent en mode automatique de suivi de terrain",6,Dans les zones R et dans les ZIT,-6,,,,
S125B,Les avions de chasse de la Défense peuvent-ils évoluer en espace G et E ?,"Oui, mais seulement si un exercice militaire a été programmé",-6,"Non, uniquement dans les zones militaires de type, R, RTBA, P, ZIT, CTR et TMA",-6,"Oui, à n'importe quel moment, en fonction du mode de vol appliqué",6,,,,
S126B,Quel est le type de carte aéronautique le plus adapté pour le vol libre ?,"La carte au 1/1 000 000, car elle couvre tout l'espace aérien",-6,"La carte au 1/250 000, si le secteur où j'évolue est couvert",6,La carte au 1/500 000 suffit amplement pour voler uniquement jusqu'au FL115,-6,,,,
S127B,Où peut-on trouver les horaires d'activation des zones R ?,Dans le guide VFR édité par le SIA,-6,Au dos de toutes les cartes IGN du SIA au 1/500 000,-6,Au dos des cartes au 1/250 000 et dans le complément aux cartes édité par le SIA,3,"Sur le site du SIA, rubrique eAIP",3,,
S128B,Comment savoir si un exercice militaire est en cours ?,Il suffit d'aller sur les pages espace aérien du site web de la FFVL,-6,En vérifiant l'affichage sur les panneaux d'information du site choisi,-6,"En allant vérifier sur le site web du SIA, à la rubrique SUP AIP et NOTAM",6,,,,
S129B,"Quelles contraintes peuvent engendrer les évènements sportifs, culturels ou politiques ?",Des NOTAM d'information pour renforcer la vigilance des pilotes,-6,Des restrictions d'horaires et de volumes de vol matérialisés par des ZRT et/ou des ZIT,6,Les aéronefs non motorisés doivent simplement ne pas survoler les lieux de déroulement,-6,,,,
S12M,"Dans une association loi 1901, un moniteur breveté d'Etat peut :",être salarié au titre de moniteur,3,travailler bénévolement,3,percevoir directement à son nom le montant des cours,-6,,,,
S131B,Peut-on voler dans les ZIT mentionnées sur les cartes aéronautiques ?,Il suffit de téléphoner au numéro mentionné pour savoir si l'on peut la traverser,-6,Il est interdit de pénétrer le volume des ZIT mentionnées sur les cartes aéronautiques,6,Il est uniquement possible de pénétrer en week-end et jours fériés : interdit en semaine,-6,,,,
S132B,"A quoi correspondent les valeurs ASFC et AGL, AMSL ?","ASFC et AGL = hauteur sol, AMSL = altitude par rapport au niveau de la mer",6,Toutes ces valeurs sont variables en fonction de la pression atmosphérique,-6,Elles expriment les hauteurs et altitudes en mètres à respecter,-6,,,,
S133B,Que faut-il savoir sur les valeurs d'altitude exprimées en FL (Flight Level) ?,Il faut ajouter l'altitude du décollage pour pouvoir utiliser une valeur en FL,-6,Les valeurs d'altitude exprimées en FL permettent d'éviter les collisions en réglant l'instrumentation des aéronefs sur l'atmosphère standard,3,"Etant basée sur le barème d'une atmosphère standard, l'altitude réelle correspondante est variable",3,,,,
S134B,Comment savoir si je peux franchir une limite d'espace aérien ?,En me référant aux mentions concernant la nature et le volume de cet espace sur un document aéronautique à jour,6,En téléphonant à la DGAC,-6,"Il suffit de voler à moins de 500ft (150m) sol, les autres aéronefs volant au-dessus de cette limite",-6,,,,
S136B,Quelles indications sont portées dans le cartouche d'identification d'un espace ?,Le nom et le type d'espace ainsi que les hauteurs sol du volume correspondant,-6,"Le type, le nom, le plancher et le plafond, ainsi que la fréquence d'appel pour cet espace",6,"Le nom, le type, les horaires, le volume et le numéro de téléphone liés à cet espace",-6,,,,
S13B,"Dans le cadre fédéral, la présence d'un moniteur est :",obligatoire sur la pente école pendant les cours,6,facultative si les élèves sont accompagnés par un pilote breveté,-6,facultative dans tous les cas,-6,,,,
S14B,Le label École Française de Vol Libre (EFVL) ou Club-École français de Vol Libre (CEFVL) :,est nécessaire pour enseigner,-6,garantit à l'élève le respects des exigences fédérales en matière d'apprentissage,6,permet à un club d'enseigner sans moniteur,-6,,,,
S15B,Le directeur technique d'une École Française de Vol Libre (EFVL) ou d'un Club-École Français de Vol Libre (CEFVL) :,atteste la partie pratique du brevet de pilote,3,délivre le brevet de pilote,-6,est responsable de toutes les activités pédagogiques de l'école,3,,,,
S16B,Une école non reconnue par la FFVL :,peut attester le brevet de pilote confirmé,-6,peut attester la partie pratique du brevet de pilote,-6,peut enseigner si les moniteurs possèdent les diplômes requis,6,,,,
S17B,Une École Française de Vol Libre (EFVL) :,signe annuellement une charte garantissant notamment le respect des règles d'enseignement édictées par la FFVL,2,est une entreprise privée qui fait l'objet d'un suivi régulier de la part de la FFVL,2,est une entreprise privée financièrement indépendante de la FFVL,2,,,,
S18B,Un Club-École Français de Vol Libre (CEFVL) est :,une entreprise privée indépendante de la FFVL,-6,une association loi 1901 (sans but lucratif) affiliée à la FFVL,3,contrôlé par les adhérents de l'association,3,,,,
S19V,La FFVL est une association :,loi 1901,3,dont les membres sont des individus,-6,dont les membres sont des clubs et des organismes à but lucratif,3,dont les membres sont des ligues régionales,-6,,
S1B,"Avant de voler sur un site déclaré FFVL que vous ne connaissez pas, vous devez :",obtenir l'autorisation du club local,-6,obtenir l'autorisation de l'école locale,-6,prendre connaissance de la classification des espaces aériens environnants et de la présence de zones à statut particulier,3,lire les panneaux d'informations FFVL sur ces sites,3,,
S20M,Le comité directeur de la FFVL :,applique les décisions prises par l'assemblée générale,2,ne comporte que des professionnels employés à plein temps,-6,se réunit au moins 4 fois par an,2,est composé de volontaires élus pour 4 ans par l'assemblée générale,2,,
S21M,L'assemblée générale de la FFVL :,se réunit uniquement à la demande du comité directeur,-6,procède à l'élection des membres du comité directeur,2,décide des orientations à suivre sur proposition du comité directeur,2,"est composé des présidents de clubs affiliés et des directeurs des OBL, représentés au prorata du nombre de leurs adhérents",2,,
S22M,Le bureau directeur de la FFVL :,prend toutes les décisions politiques,-6,applique au jour le jour la politique définie par l'assemblée générale,2,"est constitué du président, des vice-présidents, du trésorier et du secrétaire",2,se réunit au moins 4 fois par an,2,,
S23M,La ligue est :,une association loi 1901,2,une représentation de la FFVL sur le plan régional,2,"chargée du dialogue avec les instances académiques (D.R.J.S.C.S., conseil régional...)",1,chargée de susciter le développement du Vol Libre sur le plan régional,1,,
S24M,Le Comité Départemental :,regroupe les clubs et OBL affiliés FFVL du département,2,regroupe uniquement les écoles du département,-6,"permet le dialogue avec les services départementaux (D.D.J.S.C.S., conseil départemental, CEDSI...)",2,est chargé de susciter le développement du Vol Libre sur le plan départemental,2,,
S25V,Le licencié de base peut infléchir la politique fédérale :,par l'intermédiaire de son président de club pendant l'assemblée générale,2,"par son action volontaire dans les diverses commissions nationales, dans son comité départemental ou sa ligue",4,par ses lettres de réclamation dans les journaux spécialisés,-6,,,,
S26B,L'assemblée générale d'une association loi 1901 affiliée à la FFVL (votre club) :,est obligatoire tous les ans,6,est obligatoire tous les 2 ans,-6,n'est obligatoire qu'à la fondation du club,-6,,,,
S27M,"Les Conseillers Techniques (CTR, CTN, DTN) sont :"," au service de la politique de la FFVL et généralement mis en soutient des commissions formation, compétition, sécurité, sites, espace aérien…",2,placés et rémunérés en partie par le Ministère des Sports pour aider la FFVL à gérer le Vol Libre,1,employés et rétribués par la FFVL pour certains conseillers techniques fédéraux,1,dirigés par le DTN (Directeur Technique National) de la FFVL au plan régional et/ou national,2,,
S29B,Lors de ma souscription de licence pour une pratique hors compétition :,je dois présenter un certificat médical d'absence de contre-indication à la pratique du vol libre,-6,"je dois prendre connaissance du formulaire d'information sur les contre-indications médicales à la pratique du parapente, delta",6,,,,,,
S2B,L'élève qui réussit son brevet de pilote fédéral :,est considéré par son moniteur et par la FFVL comme un pilote autonome sur sites,3,peut estimer que sa progression est terminée,-6,peut voler sous sa propre responsabilité sans contrevenir aux règlements fédéraux,3,,,,
S30V,Le brevet initial :,valide le niveau vert de la progression,3,permet de participer à des sorties club encadrées par un accompagnateur,3,est obligatoire pour prendre une licence en club,-6,,,,
S31M,L'animateur fédéral :,permet d'encadrer des séances de découverte au sol,3,donne accès directement au statut d'élève moniteur fédéral,-6,est une qualification accessible distinctement de l'accompagnateur de club,3,,,,
S32V,Un accompagnateur fédéral :,est un élève moniteur en formation,-6,est un moniteur,-6,peut enseigner dans une école,-6,peut encadrer des sorties club,6,,
S33V,"Lors d'une sortie club, un pilote licencié peut voler avec un accompagnateur fédéral si :",il a accompli préalablement une formation dans une école labellisée,0,"il a au moins le niveau vert du passeport de vol libre attesté par le brevet initial, délivré en école labellisée",6,il lui règle directement le prix des cours,-6,,,,
S35B,Les déclarations d'accident doivent être envoyées :,sous les 15 jours à l'assureur,-6,sous les 15 jours à la FFVL,-6,sous 5 jours à la FFVL qui transmet à l'assureur,6,,,,
S36B,"Après un accident, la déclaration doit être établie et envoyée à la FFVL :",dans tous les cas par le président du club,-6,par la gendarmerie,-6,par le moniteur pour un de ses élèves,3,par le pilote breveté ou son entourage,3,,
S37B,La déclaration d'accident est nécessaire si :,l'aéronef est endommagé,-6,une tierce personne est blessée,3,quand il y a intervention des secours ou hospitalisation,3,,,,
S38B,"Lors d'un atterrissage en campagne, un pilote breveté, licencié, détruit le pare-brise d'une voiture, c'est :",au pilote de payer les dégâts,-6,la RC du pilote qui remboursera,6,la R.C. du propriétaire de la voiture qui doit rembourser,-6,le propriétaire de la voiture qui doit payer,-6,,
S39B,Vous vous posez en catastrophe dans un champ de blé non fauché :,vous allez vous excuser auprès du cultivateur,3,vous estimez les dégâts et vous le dédommagez immédiatement,0,vous demandez au cultivateur d'estimer les dégâts et vous faites une déclaration à l'assureur de la FFVL,3,vous êtes dans votre tort et vous devez régler le prix sur place,-6,,
